iris_code,rf_score
751155918,82.7
784550102,48.3
751156008,55.1
751156012,81.5
914770101,71.7
751166107,86.3
785450104,48.0
751166121,71.2
785710101,60.8
751166205,80.4
930500105,44.0
751166304,81.9
786740104,26.5
954280301,49.3
751176610,92.4
751176615,74.7
751176702,94.0
751176703,82.0
751176708,86.3
751176804,85.0
920490104,86.5
940220105,64.1
912010109,46.9
751186927,92.3
920240602,85.5
751187008,91.5
920490107,87.1
751197401,85.2
751197404,83.4
951970106,40.1
751197505,81.5
940680602,44.0
954760105,46.3
751197517,95.0
940670103,86.3
920490114,76.8
915210101,43.6
915490115,44.7
751207702,93.3
751207703,79.9
751207901,93.2
920250211,52.9
751208018,91.4
916920107,41.7
920070115,60.3
930480102,84.9
930480103,85.0
930550202,73.8
930510404,50.2
930700104,86.1
930700105,66.0
751062202,79.3
940280406,27.3
940780105,21.0
950510104,28.2
952100301,68.6
930050802,10.0
955550105,65.8
940110105,19.8
940460403,61.8
751208005,86.0
774380101,64.5
956800107,27.0
953060106,50.8
774680202,50.5
920120704,76.7
952770102,12.4
940780204,52.8
940780206,13.1
751041302,97.7
751051703,93.3
920630104,69.4
940590102,19.2
751208026,96.9
930570101,12.9
751051904,93.4
940410207,89.9
751010203,97.8
751072805,78.3
940760112,66.1
920040305,79.0
751197612,95.8
751176509,81.2
751093305,95.2
751145601,87.1
920440122,54.9
930100301,42.9
930050803,6.8
751103707,94.8
940680501,57.2
940460304,72.1
751051807,89.0
920320105,60.0
920320106,46.5
751114113,87.5
751114304,87.0
751114307,94.7
784900111,32.0
751062203,74.9
751062204,89.7
751208013,96.7
930450104,52.7
930450106,85.8
930550302,64.1
751145502,82.5
786460401,86.4
751124505,64.2
751124506,78.1
774070101,30.3
920350105,72.2
930050602,37.2
953880102,53.9
751103806,93.9
751103902,47.7
751020801,94.6
751072601,62.5
751072702,71.6
910270101,63.7
751207916,95.4
930480501,81.3
751124601,82.3
930481105,61.2
751166208,82.0
951970107,60.0
930490105,16.1
930490109,41.5
930500101,13.0
940550104,52.7
930530102,35.3
751134905,94.0
930530104,36.1
751135017,88.3
930590109,48.2
930610103,86.0
940670106,43.4
940680402,43.0
751145308,94.2
953940110,27.2
781720109,42.8
930640114,62.8
781720110,34.4
751155703,95.0
751155705,85.0
751155719,83.7
783610108,8.6
751155721,86.2
751155722,94.6
751155726,89.1
955980106,52.4
751155917,80.3
781580113,56.3
751156006,86.5
940810106,54.4
940810107,36.7
781900103,55.9
930270117,46.4
930710107,9.3
780730106,19.4
781460111,41.4
930570103,18.9
751166404,72.2
910860104,35.6
930011201,75.6
751176602,84.5
751103801,94.8
751176603,86.9
751176604,54.5
751176606,79.7
751176614,88.0
785510112,71.2
751176715,85.7
751010401,90.9
751187101,94.5
751176711,90.2
751197316,94.4
751197504,80.3
751197507,80.2
751197509,75.9
751197510,88.4
940370101,81.9
920070117,39.2
940210104,23.0
940220102,65.2
940680104,62.5
940330108,42.9
940330109,54.2
910270110,45.5
951970104,66.4
751103804,96.1
751103901,83.2
930550702,72.1
751187204,90.5
940110104,17.3
751197515,44.9
751207811,51.2
751207813,79.9
950630108,31.0
751208008,90.9
920250203,63.9
751062307,43.5
930661003,75.9
920120701,86.5
773900302,38.9
781650102,44.8
781900102,34.4
780290106,31.6
771080602,71.5
771080701,84.5
940780205,23.4
751103903,97.5
920120705,83.0
940220203,55.5
781650103,28.9
911610106,37.7
955850103,14.1
955850119,17.0
920400403,62.2
940410110,77.6
783220103,35.1
751103708,80.1
955000701,42.9
771520401,63.0
751114110,80.2
751114111,77.8
783580103,32.3
751114112,82.8
783610116,42.2
940330101,75.1
751114206,96.1
751114210,92.7
751114211,89.0
784230115,20.0
772150102,67.2
751114311,97.5
782080108,55.5
772880301,65.1
784550103,38.1
784810104,70.2
751062103,91.9
751062201,96.3
751114315,96.3
751114316,96.9
751114317,95.0
751114319,97.3
785450102,51.9
772580102,63.7
751062402,92.6
920500303,62.9
911610108,40.9
786400102,37.4
772940201,19.6
772960102,29.9
954240401,49.7
772960103,56.6
751124509,80.9
910270112,27.0
773260102,28.4
773260103,39.2
786500104,53.1
772960101,18.7
751082901,59.4
751020804,96.0
751020802,76.9
773790202,55.9
930010501,76.8
773730402,69.3
920440113,88.2
955850104,6.6
955850105,26.4
786460205,35.0
912160102,34.5
911740401,40.5
912000102,43.9
952520109,9.3
751135205,92.3
912280105,41.3
913770107,72.6
930470107,48.8
940540101,22.1
930480201,80.1
956370101,47.9
774680206,21.0
913120102,30.9
955000201,61.2
930100202,38.5
774680103,57.0
930070115,43.1
774700102,42.2
951270120,18.9
920460101,85.5
912010107,19.3
940540103,16.0
774790101,41.1
751124624,92.4
911610103,28.2
770140104,48.9
751093503,91.8
770140105,41.2
774870103,72.8
952680111,18.8
775140102,38.2
952520106,13.1
914790103,64.7
751093604,91.1
751093606,84.3
751093607,93.7
771080303,39.3
920120106,78.4
751124802,92.0
920020106,64.4
930480301,82.0
920480208,55.1
751124810,97.6
920040105,79.4
955850123,55.0
780620102,35.7
930480302,86.7
781230103,37.2
781230106,61.0
781240101,48.0
751135009,60.8
751135010,85.8
914340102,21.9
751135019,80.7
751135102,85.5
751135103,82.6
751135111,83.9
751135115,79.0
751135120,85.1
920090106,72.8
954280101,60.5
954280102,59.0
940690102,62.1
920250201,61.1
930010903,81.7
782970104,69.4
782970107,38.6
751145608,61.8
751145609,73.0
930011002,66.4
751145618,85.2
751145620,81.5
783110502,53.4
930080109,66.3
751155704,92.7
783540101,35.9
783540103,36.2
783610102,6.8
783610103,9.7
920230203,74.9
751155725,88.1
956800102,54.7
751155727,94.0
751155803,96.8
751155805,88.3
751155806,95.2
930590101,17.8
783970102,53.9
751155903,88.9
751155904,49.2
751155905,59.8
784010101,54.7
751155912,89.2
751155913,81.4
751156001,89.1
784900106,57.7
751156013,87.6
751156014,83.3
751156015,81.9
784810105,70.4
784900107,24.3
751156016,80.5
784980111,52.3
785170107,79.5
751166108,73.7
930100302,50.5
751166114,77.6
783110203,71.3
785370102,63.7
774790103,53.2
930290902,69.1
751166203,52.7
751166204,85.8
751166206,71.6
770830303,62.7
751166215,74.2
751166401,79.7
786400107,26.2
751166213,84.0
786740103,51.2
920240202,89.8
786860105,80.4
910270105,77.4
920240203,75.2
930660202,75.0
751176613,81.8
751176616,54.3
751176707,91.9
751176709,88.4
751176712,93.0
751176713,89.6
783110303,33.3
911220101,57.0
930730404,25.2
912150103,34.2
911910101,39.6
751186902,97.1
920490105,89.6
912230105,46.2
940330114,51.5
751187005,94.5
751124514,81.9
751187019,95.6
751187020,93.8
751187208,95.0
751197303,96.9
912860102,41.3
751145512,85.1
751197405,94.6
751197506,78.2
940580103,53.8
920250101,67.0
940650101,29.7
940680401,58.1
751197518,96.9
950630109,45.2
751197520,97.7
751124613,93.3
915490113,52.5
915490114,16.0
930570104,34.4
920250208,31.1
751207713,91.2
751207805,94.9
751207806,96.6
751207902,61.4
751124603,81.0
751207903,93.6
950190103,42.6
930050402,54.4
916570106,75.9
914320102,47.5
954880101,41.6
915730106,38.3
920020202,40.4
920190102,45.2
751145510,86.0
920500602,64.7
920040703,29.8
920620205,60.2
920730101,77.6
930050202,33.1
930070107,39.6
930070110,51.3
930070111,59.3
930070113,66.9
930060111,83.3
930070108,11.5
930300104,18.2
930320114,27.9
930500107,21.4
930660504,67.4
930660701,75.2
785510116,63.9
940020107,48.0
940020108,74.7
940170701,70.6
940171002,67.9
940370105,80.7
940460110,67.1
940460111,63.6
940460201,64.6
940180101,81.5
772840204,16.8
930590102,21.0
940790108,63.7
950180302,51.3
950180101,59.2
950180201,42.2
950180601,34.0
772850201,63.0
950630103,56.0
950600102,69.1
951270112,42.2
780050108,23.6
930050604,49.7
771390101,33.9
940180105,85.3
954870102,12.8
952520102,56.5
952520103,53.4
940680601,54.7
940740105,40.9
952050102,50.5
940210107,7.6
930050401,44.1
940800401,82.7
950630107,34.9
951270118,25.2
952030105,44.5
952770101,58.6
952770301,11.6
952880101,54.8
930050804,11.5
930500113,12.3
920440110,78.3
953710101,65.6
953710102,36.7
940280201,44.8
920460109,58.9
954870105,48.8
920360202,71.4
920360203,42.8
955720104,39.3
940520109,68.8
956370105,30.8
772940202,43.0
783610117,42.2
786460201,76.9
930050301,57.1
912010108,64.0
913770110,67.0
920360401,54.2
920490103,79.8
930480204,89.1
940220107,48.4
930010802,43.3
940410105,79.7
930050702,17.3
930050703,20.7
940170202,71.4
786500101,33.3
940170302,70.5
940170401,54.7
940170402,75.1
751208001,82.4
751176801,94.0
773730103,49.9
956800113,36.1
751114107,96.3
751114108,89.3
751114213,97.0
751010204,97.1
751114314,92.2
930700113,91.2
751062401,79.9
773500303,16.8
786460502,43.9
773730504,63.0
911140101,59.5
920040705,41.7
913260101,80.7
774950101,77.1
751124623,98.2
915490109,39.1
916910101,36.1
751124801,94.8
751135004,69.0
751155802,55.4
784980112,31.0
954280302,21.9
930660301,65.1
911140105,28.0
916870101,36.3
930070117,75.9
940020105,57.3
774680201,37.5
952520105,56.5
955980102,55.1
920440119,48.3
930050603,47.9
751114204,92.0
950630106,19.5
751207910,95.7
952680114,7.6
952800111,6.8
956800110,36.3
956800111,21.5
