iris_code,nom_iris,commune,dept,type_iris,centroid_lon,centroid_lat,sitescore,score_concurrence,score_revenu,score_densite,score_accessibilite,score_potentiel,score_foncier,nb_concurrents_500m,nb_concurrents_1km,nb_concurrents_2km,revenu_median,densite_pop,pop_totale,potentiel_ca,prix_m2_median,prix_m2_moyen,nb_transactions,ca_potentiel_an,ca_potentiel_m2,part_marche_pct,rf_score,score_final
915890114,Quartier 14,Savigny-sur-Orge,91,H,2.341118403888795,48.68809705199291,30.7,10.0,55.0,2.0,65.0,6.0,70.0,6,10,46,43604,2270,921,700000.0,3570.0,4361.0,455,162656.0,136.0,8.0,39.0,34.8
920070105,Quartier 5,Bagneux,92,H,2.311523875535051,48.8025915045334,34.2,10.0,56.0,7.0,95.0,7.0,50.0,8,28,140,44562,10227,1063,808500.0,5267.0,5768.0,274,117417.0,98.0,5.0,40.9,37.6
920070107,Quartier 7,Bagneux,92,H,2.3162670994446564,48.79989831899324,29.0,10.0,43.0,6.0,80.0,6.0,50.0,11,29,123,33929,7691,899,682500.0,5267.0,5768.0,274,86190.0,72.0,5.0,72.1,50.6
751093307,Saint-Georges 7,Paris 9e Arrondissement,75,H,2.3336003271793424,48.88100876304812,24.3,10.0,40.0,6.0,80.0,4.0,10.0,61,161,598,31443,8716,636,483000.0,10629.0,11642.0,1045,60996.0,51.0,5.0,93.8,59.0
930100104,Suzanne Buisson,Bondy,93,H,2.48085899351328,48.91419036369452,36.4,40.0,29.0,6.0,80.0,7.0,90.0,1,8,42,22974,8615,1016,771750.0,2374.0,3835.0,732,137225.0,114.0,8.0,13.8,25.1
751207702,Belleville 2,Paris 20e Arrondissement,75,H,2.391655319619263,48.87108562978068,27.6,10.0,30.0,12.0,95.0,7.0,30.0,67,192,579,24187,16427,1067,810250.0,8208.0,8752.0,1741,90044.0,75.0,5.0,93.3,60.4
930550202,Quatre Chemin-SNCF,Pantin,93,H,2.410172121796424,48.8993091123895,32.7,10.0,43.0,4.0,80.0,56.0,50.0,52,90,294,33979,6000,8334,6340250.0,5894.0,7044.0,575,800683.0,667.0,5.0,73.8,53.2
930510404,Champy 4,Noisy-le-Grand,93,H,2.5734595844493517,48.84817070338374,26.5,10.0,22.0,4.0,80.0,6.0,70.0,9,19,45,17284,5425,927,705250.0,4312.0,4520.0,678,78375.0,65.0,5.0,50.2,38.4
751208005,Charonne 5,Paris 20e Arrondissement,75,H,2.401542886858635,48.85139254958959,30.7,10.0,43.0,16.0,95.0,6.0,30.0,47,131,400,34506,21834,938,712250.0,8208.0,8752.0,1741,89947.0,75.0,5.0,86.0,58.4
956800107,P.L.M. Est,Villiers-le-Bel,95,H,2.402521792071916,49.00675461848799,27.4,20.0,31.0,2.0,65.0,2.0,70.0,3,13,25,24371,2156,366,278250.0,3224.0,4284.0,248,30922.0,26.0,5.0,27.0,27.2
930050803,Ambourget 3,Aulnay-sous-Bois,93,H,2.51067270786909,48.94802388255201,31.5,40.0,17.0,5.0,80.0,4.0,70.0,1,8,33,13271,6400,576,437500.0,3662.0,4457.0,648,77792.0,65.0,8.0,6.8,19.2
751103707,Saint-Vincent de Paul 7,Paris 10e Arrondissement,75,H,2.359747975308212,48.88121157273941,29.3,10.0,54.0,7.0,80.0,5.0,30.0,109,306,762,43142,9338,765,581000.0,9143.0,9587.0,1245,84378.0,70.0,5.0,94.8,62.0
751062204,Odéon 4,Paris 6e Arrondissement,75,H,2.339740542349597,48.84996362429009,27.0,10.0,52.0,6.0,80.0,7.0,10.0,52,117,339,41693,8300,1020,775250.0,14616.0,16020.0,768,112588.0,94.0,5.0,89.7,58.4
930100303,Le Vieux Château,Bondy,93,H,2.482360602251624,48.895966963781184,28.3,10.0,33.0,3.0,65.0,6.0,90.0,6,12,45,26139,4539,876,665000.0,2374.0,3835.0,732,83980.0,70.0,5.0,40.1,34.2
920500406,Cathédrale,Nanterre,92,H,2.196755863416482,48.89150761648338,29.0,10.0,42.0,6.0,80.0,8.0,50.0,23,31,72,33094,7685,1206,917000.0,5565.0,9042.0,499,115804.0,97.0,5.0,59.1,44.0
930130105,L'Étang,Le Bourget,93,H,2.434985242431005,48.93478245301365,31.3,10.0,18.0,9.0,95.0,41.0,70.0,19,34,82,14467,12493,6109,4648000.0,3825.0,6723.0,134,516539.0,430.0,5.0,42.8,37.0
751103804,Porte Saint-Denis 4,Paris 10e Arrondissement,75,H,2.350936468444756,48.87284141415274,34.7,10.0,47.0,28.0,95.0,21.0,30.0,97,210,731,37577,38873,3226,2453500.0,9143.0,9587.0,1245,356318.0,297.0,5.0,96.1,65.4
955000701,Les Louvrais,Pontoise,95,H,2.0879964874014703,49.05821010877399,23.4,10.0,34.0,0.0,50.0,2.0,70.0,9,17,40,27350,617,249,189000.0,3356.0,3790.0,380,23868.0,20.0,5.0,42.9,33.2
751114110,Folie Méricourt 10,Paris 11e Arrondissement,75,H,2.3789669960147948,48.86901657336757,31.5,10.0,53.0,9.0,95.0,2.0,30.0,104,214,668,42215,11890,332,252000.0,9754.0,10240.0,2196,36598.0,30.0,5.0,80.2,55.8
751114206,Saint-Ambroise 6,Paris 11e Arrondissement,75,H,2.373464080216816,48.86004669391246,33.5,10.0,60.0,10.0,95.0,8.0,30.0,89,232,678,47672,13095,1244,945000.0,9754.0,10240.0,2196,137241.0,114.0,5.0,96.1,64.8
751062103,Monnaie 3,Paris 6e Arrondissement,75,H,2.341299906992355,48.85422206248685,29.2,10.0,41.0,19.0,95.0,12.0,10.0,35,112,358,32976,25866,1810,1375500.0,14616.0,16020.0,768,173706.0,145.0,5.0,91.9,60.6
751020804,Bonne Nouvelle 4,Paris 2e Arrondissement,75,H,2.3502428028940257,48.86805532549172,26.9,10.0,40.0,8.0,95.0,5.0,10.0,80,215,648,31723,11149,791,600250.0,11387.0,12616.0,418,75803.0,63.0,5.0,96.0,61.4
751020802,Bonne Nouvelle 2,Paris 2e Arrondissement,75,H,2.348058870152285,48.86500772485345,28.3,10.0,43.0,14.0,95.0,4.0,10.0,59,162,506,34128,19269,674,512750.0,11387.0,12616.0,418,64753.0,54.0,5.0,76.9,52.6
955850104,Gare-Romain Rolland,Sarcelles,95,H,2.386062372894371,48.976246499831255,28.6,20.0,27.0,2.0,65.0,2.0,90.0,3,7,23,21629,2954,242,183750.0,2231.0,3465.0,326,32673.0,27.0,8.0,6.6,17.6
786460205,Montreuil 5,Versailles,78,H,2.1594759472499816,48.80442002729882,23.9,10.0,34.0,2.0,65.0,1.0,50.0,10,20,56,27120,3027,151,113750.0,6750.0,7521.0,903,14365.0,12.0,5.0,35.0,29.4
751135205,Croulebarbe 5,Paris 13e Arrondissement,75,H,2.343104007625032,48.83261521263168,29.6,10.0,30.0,23.0,95.0,12.0,30.0,31,103,345,23743,31668,1836,1396500.0,8607.0,9126.0,1360,155195.0,129.0,5.0,92.3,61.0
930480201,Bas Montreuil Est 1,Montreuil,93,H,2.437274570810505,48.85536156515485,23.2,10.0,28.0,3.0,65.0,5.0,50.0,33,87,166,21908,4749,707,537250.0,5956.0,7393.0,1112,59705.0,50.0,5.0,80.1,51.6
774680206,Jean Zay-Mendès France,Torcy,77,H,2.6573550277210174,48.83624883787628,25.3,10.0,42.0,1.0,50.0,2.0,70.0,6,9,29,33671,743,265,201250.0,3434.0,3464.0,217,40664.0,34.0,8.0,21.0,23.2
914770106,Lozère,Palaiseau,91,H,2.208711767331605,48.70648192848972,30.1,10.0,42.0,3.0,65.0,26.0,70.0,5,7,23,33719,3563,3951,3004750.0,4127.0,5133.0,367,607131.0,506.0,8.0,48.3,39.2
920500101,Chenevreux,Nanterre,92,H,2.207609497658681,48.88568548449161,44.7,10.0,98.0,11.0,95.0,26.0,50.0,15,39,112,77632,15668,3917,2980250.0,5565.0,9042.0,499,432817.0,361.0,5.0,61.3,53.0
940030107,Jules Ferry 2,Arcueil,94,H,2.327939514122559,48.8021604802201,29.0,10.0,42.0,5.0,80.0,10.0,50.0,14,43,118,33758,6454,1452,1104250.0,5486.0,6242.0,170,139451.0,116.0,5.0,61.8,45.4
930300101,Iris 0101,Dugny,93,H,2.429044665193929,48.95141429344628,37.6,10.0,39.0,5.0,80.0,100.0,70.0,7,15,51,31219,7134,15000,11411750.0,3831.0,5158.0,98,1441141.0,1201.0,5.0,76.8,57.2
930100202,Le Centre Ville,Bondy,93,H,2.478756140373559,48.90275401086131,26.8,10.0,27.0,2.0,65.0,4.0,90.0,8,16,39,21163,3298,570,432250.0,2374.0,3835.0,732,48037.0,40.0,5.0,38.5,32.6
751207707,Belleville 7,Paris 20e Arrondissement,75,H,2.3832491662448,48.8689922258916,35.6,10.0,52.0,30.0,95.0,17.0,30.0,98,229,626,41763,41348,2480,1886500.0,8208.0,8752.0,1741,273974.0,228.0,5.0,94.4,65.0
940810301,Bellevue,Vitry-sur-Seine,94,H,2.372912631099083,48.79981007341839,27.8,10.0,41.0,3.0,65.0,5.0,70.0,9,24,98,32897,4469,723,549500.0,4261.0,5477.0,676,69394.0,58.0,5.0,39.6,33.7
772430102,Tassigny-Leclerc Centre,Lagny-sur-Marne,77,H,2.695340296103168,48.87551834575764,21.9,10.0,24.0,1.0,50.0,5.0,70.0,12,18,22,19344,825,751,570500.0,3821.0,4729.0,287,63400.0,53.0,5.0,65.3,43.6
915490101,Le Perray,Sainte-Geneviève-des-Bois,91,H,2.309654481698882,48.653899686918805,24.5,10.0,32.0,1.0,50.0,14.0,70.0,5,6,19,25294,1507,2141,1627500.0,3282.0,3446.0,364,328848.0,274.0,8.0,52.6,38.6
915490102,Georges Pitard,Sainte-Geneviève-des-Bois,91,H,2.312925195510798,48.6482218253445,24.6,10.0,36.0,1.0,50.0,6.0,70.0,4,5,19,28331,1395,899,682500.0,3282.0,3446.0,364,241332.0,201.0,14.0,38.9,31.8
930300102,Iris 0102,Dugny,93,H,2.41397122731732,48.95624483397021,32.5,20.0,28.0,7.0,80.0,23.0,70.0,2,5,24,22120,9690,3478,2646000.0,3831.0,5158.0,98,823351.0,686.0,14.0,26.9,29.7
780620102,Les Chênes Le Renouveau et l'Estandart,Beynes,78,H,1.884327251027976,48.84800031692341,29.0,20.0,36.0,2.0,65.0,6.0,70.0,2,3,4,28763,2704,949,721000.0,3487.0,3428.0,85,254946.0,212.0,14.0,35.7,32.4
751135010,Gare 10,Paris 13e Arrondissement,75,H,2.3684666097346048,48.82541164608123,29.0,10.0,31.0,18.0,95.0,11.0,30.0,43,91,233,24535,24776,1585,1205750.0,8607.0,9126.0,1360,133997.0,112.0,5.0,85.8,57.4
751145608,Plaisance 8,Paris 14e Arrondissement,75,H,2.3148051577845323,48.8295520559729,29.7,10.0,42.0,11.0,95.0,5.0,30.0,47,124,327,33722,15641,766,582750.0,9294.0,9869.0,1390,73593.0,61.0,5.0,61.8,45.8
956800102,Charmettes,Villiers-le-Bel,95,H,2.4105230706372818,48.99667111407497,29.2,10.0,47.0,2.0,65.0,9.0,70.0,8,21,31,37458,3217,1373,1043000.0,3224.0,4284.0,248,151473.0,126.0,5.0,54.7,42.0
751155727,Saint-Lambert 27,Paris 15e Arrondissement,75,H,2.2967684079217547,48.842228660953,29.6,10.0,32.0,18.0,95.0,15.0,30.0,48,144,307,25194,25328,2178,1655500.0,9464.0,9978.0,2815,209066.0,174.0,5.0,94.0,61.8
930300103,Iris 0103,Dugny,93,H,2.411080488078841,48.95059767170179,30.4,20.0,24.0,4.0,80.0,22.0,70.0,2,7,36,19152,5505,3242,2465750.0,3831.0,5158.0,98,438436.0,365.0,8.0,46.3,38.3
930310104,Iris 4,Épinay-sur-Seine,93,H,2.312533316504405,48.95226721755431,26.5,10.0,23.0,2.0,65.0,10.0,90.0,10,25,91,18278,2380,1435,1090250.0,2904.0,3841.0,335,121161.0,101.0,5.0,73.0,49.8
751155905,Grenelle 5,Paris 15e Arrondissement,75,H,2.29189083477295,48.847581754717886,31.2,10.0,40.0,20.0,95.0,12.0,30.0,56,106,300,31955,27941,1732,1317750.0,9464.0,9978.0,2815,166413.0,139.0,5.0,59.8,45.5
751155912,Grenelle 12,Paris 15e Arrondissement,75,H,2.2985646879019934,48.84753097506711,30.3,10.0,48.0,7.0,95.0,5.0,30.0,45,114,309,37963,10102,767,582750.0,9464.0,9978.0,2815,84632.0,71.0,5.0,89.2,59.8
751156015,Javel 15,Paris 15e Arrondissement,75,H,2.2829669896953573,48.84587489026446,29.3,10.0,35.0,17.0,95.0,6.0,30.0,30,95,271,28218,22816,844,640500.0,9464.0,9978.0,2815,80886.0,67.0,5.0,81.9,55.6
771860103,Centre Ville Centre,Fontainebleau,77,H,2.701483549906725,48.405306400004186,22.8,10.0,30.0,1.0,50.0,2.0,70.0,12,14,18,23806,1359,337,255500.0,4777.0,5842.0,261,28394.0,24.0,5.0,71.0,46.9
771860104,Centre Ville Ouest,Fontainebleau,77,H,2.692898290545568,48.40869283949874,20.9,10.0,29.0,0.0,40.0,1.0,70.0,12,13,18,23085,478,186,140000.0,4777.0,5842.0,261,15558.0,13.0,5.0,69.2,45.0
771860105,Centre Ville Nord-Ouest,Fontainebleau,77,H,2.6996841524767348,48.41090999800048,22.2,10.0,27.0,1.0,50.0,2.0,70.0,11,13,19,21220,711,319,241500.0,4777.0,5842.0,261,26838.0,22.0,5.0,67.7,45.0
783110203,Jean Jaurès,Houilles,78,H,2.1962555661131806,48.9199791515429,23.2,10.0,41.0,1.0,50.0,3.0,50.0,12,20,34,32555,1317,434,329000.0,5116.0,5726.0,410,41548.0,35.0,5.0,71.3,47.2
930290902,Paris Campagne 2,Drancy,93,H,2.427362349823573,48.92860989554516,29.2,10.0,34.0,6.0,80.0,7.0,70.0,12,25,76,27235,8524,1082,822500.0,3913.0,6360.0,609,103870.0,87.0,5.0,69.1,49.2
771860106,Ville Nord,Fontainebleau,77,H,2.7081596744205734,48.41568244414092,23.0,10.0,29.0,1.0,50.0,7.0,70.0,5,15,20,23225,1654,987,750750.0,4777.0,5842.0,261,83432.0,70.0,5.0,36.3,29.6
930320105,Iris 0105,Gagny,93,H,2.5426724272817967,48.88496044722335,26.4,10.0,32.0,2.0,65.0,12.0,70.0,6,18,40,25121,2717,1836,1396500.0,3820.0,5519.0,454,176358.0,147.0,5.0,43.9,35.2
951270127,Le Bontemps,Cergy,95,H,2.0194908380457983,49.05283084504444,26.2,10.0,47.0,1.0,50.0,2.0,70.0,5,17,22,37141,962,268,203000.0,3048.0,3070.0,556,29481.0,25.0,5.0,47.9,37.0
751186902,Grandes Carrières 2,Paris 18e Arrondissement,75,H,2.3349695455403863,48.88405310348742,33.1,10.0,54.0,16.0,95.0,7.0,30.0,55,179,591,43201,21454,1094,831250.0,8696.0,9827.0,2501,120721.0,101.0,5.0,97.1,65.1
920490105,Jean Jaurès,Montrouge,92,H,2.312777630156573,48.81599906678085,25.5,10.0,49.0,4.0,65.0,3.0,30.0,32,73,226,39209,4806,490,372750.0,7176.0,8138.0,590,54134.0,45.0,5.0,89.6,57.6
930320113,Iris 0113,Gagny,93,H,2.5308055808851653,48.87940715470863,33.1,10.0,34.0,7.0,95.0,24.0,70.0,16,19,45,26692,10224,3527,2682750.0,3820.0,5519.0,454,338793.0,282.0,5.0,43.3,38.2
930320115,Iris 0115,Gagny,93,H,2.544937650258247,48.876184051069856,34.1,10.0,52.0,5.0,80.0,23.0,70.0,6,22,51,41253,6738,3510,2670500.0,3820.0,5519.0,454,387833.0,323.0,5.0,40.8,37.4
930470104,Général de Gaulle-7 Îles,Montfermeil,93,H,2.557239964027683,48.89975840482828,25.1,10.0,25.0,3.0,65.0,12.0,70.0,5,11,22,19794,3811,1817,1382500.0,3424.0,4066.0,236,153639.0,128.0,5.0,31.6,28.4
930470105,Le Centre,Montfermeil,93,H,2.5683701157106635,48.90458242178484,30.1,10.0,28.0,5.0,80.0,36.0,70.0,5,16,22,21917,7483,5365,4081000.0,3424.0,4066.0,236,453527.0,378.0,5.0,54.5,42.3
930470110,Les Arbres,Montfermeil,93,H,2.558590869992586,48.88897485464253,36.5,40.0,33.0,4.0,80.0,24.0,70.0,1,9,49,25932,5872,3546,2696750.0,3424.0,4066.0,236,544898.0,454.0,8.0,28.3,32.4
751124514,Bel-Air 14,Paris 12e Arrondissement,75,H,2.4015368951678533,48.84687623230351,24.2,10.0,29.0,7.0,80.0,4.0,30.0,42,122,358,22708,8925,571,434000.0,8863.0,9635.0,1445,48231.0,40.0,5.0,81.9,53.0
751187019,Clignancourt 19,Paris 18e Arrondissement,75,H,2.350328428796965,48.89387141737615,36.4,10.0,48.0,38.0,95.0,21.0,30.0,85,187,547,37791,52791,3167,2408000.0,8696.0,9827.0,2501,349710.0,291.0,5.0,95.6,66.0
751145512,Petit Montrouge 12,Paris 14e Arrondissement,75,H,2.327166461782324,48.83017836308345,27.1,10.0,32.0,7.0,95.0,4.0,30.0,51,99,342,25098,10033,622,472500.0,9294.0,9869.0,1390,59670.0,50.0,5.0,85.1,56.1
751197405,Pont de Flandre 5,Paris 19e Arrondissement,75,H,2.382469924525608,48.893565589541865,29.1,10.0,36.0,13.0,95.0,8.0,30.0,29,100,391,28562,17928,1219,927500.0,7845.0,8759.0,1465,117130.0,98.0,5.0,94.6,61.8
751197506,Amérique 6,Paris 19e Arrondissement,75,H,2.3897093721490057,48.875836171376974,26.0,10.0,25.0,9.0,95.0,4.0,30.0,52,178,543,20243,11823,602,456750.0,7845.0,8759.0,1465,50759.0,42.0,5.0,78.2,52.1
940680401,Champignol 1,Saint-Maur-des-Fossés,94,H,2.5083767325434554,48.80079916041986,32.7,10.0,55.0,6.0,80.0,20.0,50.0,10,30,72,44079,7792,3054,2322250.0,6060.0,8040.0,1302,337257.0,281.0,5.0,58.1,45.4
751124613,Picpus 13,Paris 12e Arrondissement,75,H,2.3903176835146724,48.84208286227946,24.5,10.0,31.0,5.0,80.0,8.0,30.0,58,155,363,24644,7482,1152,875000.0,8863.0,9635.0,1445,97240.0,81.0,5.0,93.3,58.9
751207713,Belleville 13,Paris 20e Arrondissement,75,H,2.392274279731412,48.87305240903215,29.6,10.0,34.0,19.0,95.0,8.0,30.0,58,173,518,27391,26765,1257,955500.0,8208.0,8752.0,1741,120666.0,101.0,5.0,91.2,60.4
751124603,Picpus 3,Paris 12e Arrondissement,75,H,2.397396100234869,48.83318111886442,29.4,10.0,41.0,10.0,95.0,5.0,30.0,25,63,222,32257,13722,782,595000.0,8863.0,9635.0,1445,75140.0,63.0,5.0,81.0,55.2
751207903,Père Lachaise 3,Paris 20e Arrondissement,75,H,2.401186869396134,48.86282574881969,29.2,10.0,32.0,19.0,95.0,8.0,30.0,33,116,474,25598,25855,1189,903000.0,8208.0,8752.0,1741,114036.0,95.0,5.0,93.6,61.4
915730106,Iris 6,Saint-Pierre-du-Perray,91,H,2.5273364094843536,48.60884087960777,29.1,20.0,38.0,1.0,50.0,29.0,70.0,3,6,14,30433,1479,4290,3263750.0,3335.0,3562.0,110,659464.0,550.0,8.0,38.3,33.7
920020202,Guillebaud,Antony,92,H,2.315278006399073,48.74810675632836,29.8,10.0,45.0,4.0,80.0,15.0,50.0,9,22,49,35637,6039,2294,1744750.0,5610.0,6524.0,744,253388.0,211.0,5.0,40.4,35.1
915520102,Centre,Saint-Germain-lès-Arpajon,91,H,2.258225378155339,48.59795882979277,30.6,10.0,46.0,3.0,65.0,25.0,70.0,8,14,22,36239,3752,3725,2833250.0,3182.0,3306.0,107,411469.0,343.0,5.0,35.1,32.8
915520103,Est,Saint-Germain-lès-Arpajon,91,H,2.271497124397644,48.59978773672947,29.3,40.0,28.0,1.0,50.0,8.0,70.0,1,4,28,22085,1186,1150,875000.0,3182.0,3306.0,107,272272.0,227.0,14.0,28.0,28.6
751145510,Petit Montrouge 10,Paris 14e Arrondissement,75,H,2.3316730115148534,48.82886561949661,31.7,10.0,47.0,16.0,95.0,7.0,30.0,36,95,325,37701,22045,1058,805000.0,9294.0,9869.0,1390,116909.0,97.0,5.0,86.0,58.8
930070113,Iris 11,Le Blanc-Mesnil,93,H,2.4679870313348027,48.93851723294863,33.7,10.0,15.0,15.0,95.0,68.0,70.0,13,28,58,12320,20001,10260,7805000.0,3952.0,4953.0,423,867381.0,723.0,5.0,66.9,50.3
930060111,Iris 11,Bagnolet,93,H,2.420836003247482,48.85865205262981,25.6,10.0,33.0,8.0,95.0,8.0,10.0,27,74,276,26296,11061,1128,857500.0,12548.0,20122.0,1779,108290.0,90.0,5.0,83.3,54.4
915520104,Sud,Saint-Germain-lès-Arpajon,91,H,2.2792711337422302,48.59084336069368,31.7,40.0,36.0,1.0,50.0,22.0,70.0,0,12,34,28521,1526,3375,2567250.0,3182.0,3306.0,107,381420.0,318.0,5.0,40.7,36.2
915530101,Nord,Saint-Germain-lès-Corbeil,91,H,2.495167747454875,48.630205140421296,22.7,10.0,26.0,1.0,50.0,10.0,70.0,9,13,19,21065,1139,1509,1148000.0,3274.0,3288.0,93,127579.0,106.0,5.0,57.8,40.2
940460111,Centre Vert de Maison 11,Maisons-Alfort,94,H,2.441342483228322,48.79802595381532,27.5,10.0,37.0,4.0,80.0,6.0,50.0,11,33,83,29645,5508,892,677250.0,5666.0,6394.0,616,85527.0,71.0,5.0,63.6,45.6
771390101,Sud-Ouest,Courtry,77,H,2.595657767116773,48.90963187006216,24.0,10.0,35.0,1.0,50.0,4.0,70.0,4,9,15,27695,956,596,453250.0,3392.0,3831.0,82,91582.0,76.0,8.0,33.9,29.0
940210107,Sorbiers,Chevilly-Larue,94,H,2.357809450958868,48.77381669727758,27.6,10.0,27.0,5.0,80.0,5.0,70.0,5,9,37,21336,7160,780,593250.0,3538.0,3821.0,131,105486.0,88.0,8.0,7.6,17.6
930050401,Parc 1,Aulnay-sous-Bois,93,H,2.49769457008683,48.929748836695005,31.5,10.0,21.0,9.0,95.0,35.0,70.0,16,19,40,16963,12367,5231,3979500.0,3662.0,4457.0,648,442248.0,369.0,5.0,44.1,37.8
940800401,Centre Sud 1,Vincennes,94,H,2.4345419440109017,48.843082835062376,23.7,10.0,25.0,6.0,80.0,10.0,30.0,16,42,133,19816,7671,1465,1113000.0,8522.0,9720.0,740,123689.0,103.0,5.0,82.7,53.2
915530102,Ouest,Saint-Germain-lès-Corbeil,91,H,2.4849235334156226,48.62255448070018,23.5,10.0,30.0,1.0,50.0,10.0,70.0,9,18,35,23882,852,1437,1092000.0,3274.0,3288.0,93,121356.0,101.0,5.0,69.0,46.2
950630107,Val Sud,Bezons,95,H,2.204153941270352,48.934353708445,31.5,40.0,43.0,1.0,50.0,2.0,70.0,1,10,33,34118,1129,276,210000.0,4314.0,6158.0,341,42432.0,35.0,8.0,34.9,33.2
915530103,Centre,Saint-Germain-lès-Corbeil,91,H,2.500776706270715,48.622500051791775,22.5,10.0,27.0,1.0,50.0,5.0,70.0,8,13,19,21837,779,811,616000.0,3274.0,3288.0,93,68457.0,57.0,5.0,37.6,30.0
930060104,Iris 4,Bagnolet,93,H,2.4270194365516566,48.86464518946852,21.7,10.0,30.0,4.0,80.0,2.0,10.0,9,56,227,24029,5959,333,252000.0,12548.0,20122.0,1779,28005.0,23.0,5.0,85.5,53.6
940810211,Édouard Tremblay,Vitry-sur-Seine,94,H,2.3817299826234724,48.78727029872128,28.4,10.0,43.0,2.0,65.0,8.0,70.0,9,39,77,34310,3394,1276,969500.0,4261.0,5477.0,676,122434.0,102.0,5.0,48.5,38.4
951270118,Bastide-Horloge,Cergy,95,H,2.0340762802107286,49.04879997422309,28.6,10.0,46.0,2.0,65.0,3.0,70.0,9,12,28,36695,3047,514,390250.0,3048.0,3070.0,556,56675.0,47.0,5.0,25.2,26.9
751062303,Notre-Dame des Champs 3,Paris 6e Arrondissement,75,H,2.330248024537101,48.84432268976232,27.3,10.0,29.0,20.0,95.0,15.0,10.0,31,93,347,23095,27954,2320,1764000.0,14616.0,16020.0,768,196036.0,163.0,5.0,94.6,61.0
930450101,L'Avenir,Les Lilas,93,H,2.420453957102331,48.88333594833132,23.6,10.0,30.0,3.0,65.0,5.0,50.0,25,69,215,24009,4034,754,572250.0,6667.0,7418.0,198,63595.0,53.0,5.0,80.3,52.0
772940202,Mitry-Mory 2 Centre,Mitry-Mory,77,H,2.5965374705749515,48.9557870144366,21.4,10.0,20.0,1.0,50.0,8.0,70.0,5,6,24,16221,1558,1274,967750.0,3643.0,8758.0,244,172076.0,143.0,8.0,43.0,32.2
786460201,Montreuil 1,Versailles,78,H,2.143536243726901,48.806614651874895,24.2,10.0,34.0,2.0,65.0,3.0,50.0,16,31,65,26924,2433,462,350000.0,6750.0,7521.0,903,44200.0,37.0,5.0,76.9,50.6
915700101,Quartier Ancien-Glaises,Saint-Michel-sur-Orge,91,H,2.3010363561186225,48.62991501748549,27.3,20.0,28.0,1.0,50.0,8.0,90.0,2,4,27,22123,1192,1262,959000.0,2664.0,3056.0,170,298410.0,249.0,14.0,40.3,33.8
940220107,Hautes Bornes Navigateurs I,Choisy-le-Roi,94,H,2.410651718972692,48.75307647598402,35.6,20.0,55.0,5.0,80.0,10.0,70.0,3,12,42,43920,6980,1507,1146250.0,3604.0,4221.0,448,166468.0,139.0,5.0,48.4,42.0
930010802,Villette,Aubervilliers,93,H,2.387245889000218,48.902685960380055,24.2,10.0,24.0,4.0,65.0,1.0,70.0,18,40,201,19313,4942,123,92750.0,4096.0,5345.0,528,10307.0,9.0,5.0,43.3,33.8
940410105,Centre Ville Sud,Ivry-sur-Seine,94,H,2.388573987518183,48.81189617348181,23.8,10.0,23.0,2.0,65.0,2.0,70.0,16,39,140,18406,2680,310,234500.0,4969.0,6204.0,484,26060.0,22.0,5.0,79.7,51.8
940170302,Remise Saint-Maur 2,Champigny-sur-Marne,94,H,2.487716437586053,48.81393840159628,31.9,10.0,43.0,5.0,80.0,18.0,70.0,15,47,105,34021,7020,2688,2044000.0,4167.0,6827.0,745,258128.0,215.0,5.0,70.5,51.2
940170401,Maroc 1,Champigny-sur-Marne,94,H,2.4959534656373337,48.814924728101374,28.4,10.0,28.0,4.0,80.0,15.0,70.0,12,46,92,22651,6160,2186,1662500.0,4167.0,6827.0,745,184756.0,154.0,5.0,54.7,41.6
940170402,Maroc 2,Champigny-sur-Marne,94,H,2.4985430496511505,48.812624961483486,32.6,10.0,32.0,11.0,95.0,16.0,70.0,7,33,84,25433,14593,2451,1863750.0,4167.0,6827.0,745,235365.0,196.0,5.0,75.1,53.8
751208001,Charonne 1,Paris 20e Arrondissement,75,H,2.41381280801094,48.84801644845815,28.9,10.0,37.0,10.0,95.0,9.0,30.0,24,92,294,29159,13894,1347,1023750.0,8208.0,8752.0,1741,129285.0,108.0,5.0,82.4,55.6
915700102,Lormoy,Saint-Michel-sur-Orge,91,H,2.301406612409661,48.63925734698002,32.6,20.0,39.0,2.0,65.0,13.0,90.0,3,5,16,30653,2600,1944,1478750.0,2664.0,3056.0,170,522886.0,436.0,14.0,44.0,38.3
915700104,Gambetta-Boileau,Saint-Michel-sur-Orge,91,H,2.314776622304437,48.63631630290208,25.6,10.0,33.0,1.0,50.0,4.0,90.0,4,8,22,26476,1159,551,418250.0,2664.0,3056.0,170,84510.0,70.0,8.0,31.4,28.5
915700106,Lamartine,Saint-Michel-sur-Orge,91,H,2.319834652023324,48.6328164943332,30.5,20.0,48.0,1.0,50.0,2.0,90.0,2,7,22,38166,1701,335,253750.0,2664.0,3056.0,170,58963.0,49.0,8.0,24.7,27.6
915700108,Montatons,Saint-Michel-sur-Orge,91,H,2.319251516722864,48.62604584211092,29.4,10.0,34.0,1.0,65.0,21.0,90.0,5,11,31,27362,2053,3143,2390500.0,2664.0,3056.0,170,301886.0,252.0,5.0,37.6,33.5
